image_path,label,date,time,location,precipitation,cloud_cover,wind_speed
dataset\cloudy\Quang_Ngai_2015-03-24.jpg,cloudy,2015-03-24,10:00,Quang_Ngai,0.3,94.0,2.51
dataset\sunny\Vinh_Long_2018-04-09.jpg,sunny,2018-04-09,10:00,Vinh_Long,0.0,5.0,2.89
dataset\sunny\Vinh_Long_2018-04-12.jpg,sunny,2018-04-12,10:00,Vinh_Long,0.0,24.0,2.33
dataset\cloudy\Quang_Ngai_2015-03-23.jpg,cloudy,2015-03-23,10:00,Quang_Ngai,0.0,99.0,1.33
dataset\sunny\Vinh_Long_2018-04-10.jpg,sunny,2018-04-10,10:00,Vinh_Long,0.0,19.0,4.6
dataset\sunny\Vinh_Long_2018-04-13.jpg,sunny,2018-04-13,10:00,Vinh_Long,0.0,59.0,2.66
dataset\cloudy\Quang_Ngai_2015-03-25.jpg,cloudy,2015-03-25,10:00,Quang_Ngai,0.9,64.0,3.52
dataset\cloudy\Quang_Ngai_2015-03-26.jpg,cloudy,2015-03-26,10:00,Quang_Ngai,0.1,90.0,2.37
dataset\sunny\Vinh_Long_2018-04-14.jpg,sunny,2018-04-14,10:00,Vinh_Long,0.0,22.0,3.34
dataset\cloudy\Quang_Ngai_2015-03-27.jpg,cloudy,2015-03-27,10:00,Quang_Ngai,0.4,100.0,1.86
dataset\cloudy\Quang_Ngai_2015-03-29.jpg,cloudy,2015-03-29,10:00,Quang_Ngai,0.0,99.0,1.36
dataset\cloudy\Quang_Ngai_2015-03-28.jpg,cloudy,2015-03-28,10:00,Quang_Ngai,0.1,97.0,1.87
dataset\sunny\Vinh_Long_2018-04-19.jpg,sunny,2018-04-19,10:00,Vinh_Long,0.0,30.0,3.4
dataset\sunny\Vinh_Long_2018-04-20.jpg,sunny,2018-04-20,10:00,Vinh_Long,0.0,23.0,4.3
dataset\cloudy\Quang_Ngai_2015-04-03.jpg,cloudy,2015-04-03,10:00,Quang_Ngai,0.0,66.0,1.3
dataset\sunny\Vinh_Long_2018-04-15.jpg,sunny,2018-04-15,10:00,Vinh_Long,0.0,53.0,2.2
dataset\cloudy\Quang_Ngai_2015-04-06.jpg,cloudy,2015-04-06,10:00,Quang_Ngai,0.0,89.0,1.92
dataset\sunny\Vinh_Long_2018-04-21.jpg,sunny,2018-04-21,10:00,Vinh_Long,0.1,26.0,3.32
dataset\cloudy\Quang_Ngai_2015-04-09.jpg,cloudy,2015-04-09,10:00,Quang_Ngai,0.2,87.0,2.72
dataset\cloudy\Quang_Ngai_2015-04-12.jpg,cloudy,2015-04-12,10:00,Quang_Ngai,0.5,98.0,3.7
dataset\sunny\Vinh_Long_2018-04-28.jpg,sunny,2018-04-28,10:00,Vinh_Long,0.2,47.0,4.88
dataset\cloudy\Quang_Ngai_2015-04-13.jpg,cloudy,2015-04-13,10:00,Quang_Ngai,0.3,97.0,3.07
dataset\sunny\Vinh_Long_2018-04-25.jpg,sunny,2018-04-25,10:00,Vinh_Long,0.0,19.0,1.4
dataset\sunny\Vinh_Long_2018-05-01.jpg,sunny,2018-05-01,10:00,Vinh_Long,0.0,42.0,2.44
dataset\cloudy\Quang_Ngai_2015-04-18.jpg,cloudy,2015-04-18,10:00,Quang_Ngai,0.0,61.0,1.65
dataset\cloudy\Quang_Ngai_2015-04-15.jpg,cloudy,2015-04-15,10:00,Quang_Ngai,0.0,94.0,1.4
dataset\sunny\Vinh_Long_2018-05-03.jpg,sunny,2018-05-03,10:00,Vinh_Long,0.0,25.0,0.71
dataset\sunny\Vinh_Long_2018-05-09.jpg,sunny,2018-05-09,10:00,Vinh_Long,0.3,40.0,1.43
dataset\sunny\Vinh_Long_2018-05-12.jpg,sunny,2018-05-12,10:00,Vinh_Long,0.1,40.0,3.16
dataset\sunny\Vinh_Long_2018-05-13.jpg,sunny,2018-05-13,10:00,Vinh_Long,0.1,57.0,2.47
dataset\cloudy\Quang_Ngai_2015-04-26.jpg,cloudy,2015-04-26,10:00,Quang_Ngai,0.1,78.0,2.12
dataset\sunny\Vinh_Long_2018-05-15.jpg,sunny,2018-05-15,10:00,Vinh_Long,0.1,30.0,2.1
dataset\sunny\Vinh_Long_2018-05-14.jpg,sunny,2018-05-14,10:00,Vinh_Long,0.1,28.0,1.9
dataset\cloudy\Quang_Ngai_2015-04-27.jpg,cloudy,2015-04-27,10:00,Quang_Ngai,0.0,67.0,1.32
dataset\cloudy\Quang_Ngai_2015-04-25.jpg,cloudy,2015-04-25,10:00,Quang_Ngai,0.1,84.0,2.64
dataset\cloudy\Quang_Ngai_2015-05-01.jpg,cloudy,2015-05-01,10:00,Quang_Ngai,0.0,90.0,1.84
dataset\sunny\Vinh_Long_2018-05-16.jpg,sunny,2018-05-16,10:00,Vinh_Long,0.0,46.0,1.86
dataset\cloudy\Quang_Ngai_2015-05-02.jpg,cloudy,2015-05-02,10:00,Quang_Ngai,0.0,87.0,0.89
dataset\sunny\Vinh_Long_2018-05-19.jpg,sunny,2018-05-19,10:00,Vinh_Long,0.1,16.0,0.82
dataset\cloudy\Quang_Ngai_2015-05-03.jpg,cloudy,2015-05-03,10:00,Quang_Ngai,0.0,82.0,0.2
dataset\cloudy\Quang_Ngai_2015-05-06.jpg,cloudy,2015-05-06,10:00,Quang_Ngai,0.0,64.0,1.04
dataset\sunny\Vinh_Long_2018-05-21.jpg,sunny,2018-05-21,10:00,Vinh_Long,0.1,43.0,1.32
dataset\cloudy\Quang_Ngai_2015-05-07.jpg,cloudy,2015-05-07,10:00,Quang_Ngai,0.0,100.0,1.22
dataset\sunny\Vinh_Long_2018-05-25.jpg,sunny,2018-05-25,10:00,Vinh_Long,0.0,60.0,1.78
dataset\sunny\Vinh_Long_2018-05-26.jpg,sunny,2018-05-26,10:00,Vinh_Long,0.1,58.0,0.72
dataset\cloudy\Quang_Ngai_2015-05-08.jpg,cloudy,2015-05-08,10:00,Quang_Ngai,0.0,89.0,1.3
dataset\cloudy\Quang_Ngai_2015-05-12.jpg,cloudy,2015-05-12,10:00,Quang_Ngai,0.2,88.0,2.24
dataset\sunny\Vinh_Long_2018-06-12.jpg,sunny,2018-06-12,10:00,Vinh_Long,0.0,60.0,1.96
dataset\cloudy\Quang_Ngai_2015-05-14.jpg,cloudy,2015-05-14,10:00,Quang_Ngai,0.0,70.0,2.47
dataset\sunny\Vinh_Long_2018-06-24.jpg,sunny,2018-06-24,10:00,Vinh_Long,0.2,40.0,3.83
dataset\sunny\Vinh_Long_2018-05-28.jpg,sunny,2018-05-28,10:00,Vinh_Long,0.0,37.0,0.14
dataset\cloudy\Quang_Ngai_2015-05-16.jpg,cloudy,2015-05-16,10:00,Quang_Ngai,0.0,90.0,1.41
dataset\cloudy\Quang_Ngai_2015-05-15.jpg,cloudy,2015-05-15,10:00,Quang_Ngai,0.0,65.0,0.78
dataset\sunny\Vinh_Long_2018-06-20.jpg,sunny,2018-06-20,10:00,Vinh_Long,0.1,53.0,3.26
dataset\sunny\Vinh_Long_2018-06-29.jpg,sunny,2018-06-29,10:00,Vinh_Long,0.1,26.0,2.75
dataset\cloudy\Quang_Ngai_2015-05-17.jpg,cloudy,2015-05-17,10:00,Quang_Ngai,0.0,68.0,1.32
dataset\cloudy\Quang_Ngai_2015-05-20.jpg,cloudy,2015-05-20,10:00,Quang_Ngai,0.0,93.0,0.86
dataset\cloudy\Quang_Ngai_2015-05-21.jpg,cloudy,2015-05-21,10:00,Quang_Ngai,0.0,97.0,1.62
dataset\sunny\Vinh_Long_2018-07-01.jpg,sunny,2018-07-01,10:00,Vinh_Long,0.0,41.0,2.75
dataset\sunny\Vinh_Long_2018-06-30.jpg,sunny,2018-06-30,10:00,Vinh_Long,0.2,54.0,3.07
dataset\sunny\Vinh_Long_2018-07-05.jpg,sunny,2018-07-05,10:00,Vinh_Long,0.1,59.0,4.96
dataset\cloudy\Quang_Ngai_2015-05-22.jpg,cloudy,2015-05-22,10:00,Quang_Ngai,0.0,92.0,0.98
dataset\sunny\Vinh_Long_2018-08-05.jpg,sunny,2018-08-05,10:00,Vinh_Long,0.1,55.0,5.02
dataset\sunny\Vinh_Long_2018-07-31.jpg,sunny,2018-07-31,10:00,Vinh_Long,0.0,54.0,3.86
dataset\cloudy\Quang_Ngai_2015-05-23.jpg,cloudy,2015-05-23,10:00,Quang_Ngai,0.0,94.0,1.26
dataset\cloudy\Quang_Ngai_2015-05-24.jpg,cloudy,2015-05-24,10:00,Quang_Ngai,0.0,99.0,0.89
dataset\cloudy\Quang_Ngai_2015-05-27.jpg,cloudy,2015-05-27,10:00,Quang_Ngai,0.0,95.0,0.81
dataset\sunny\Vinh_Long_2018-08-22.jpg,sunny,2018-08-22,10:00,Vinh_Long,0.2,36.0,4.89
dataset\sunny\Vinh_Long_2018-08-29.jpg,sunny,2018-08-29,10:00,Vinh_Long,0.1,19.0,4.41
dataset\cloudy\Quang_Ngai_2015-05-28.jpg,cloudy,2015-05-28,10:00,Quang_Ngai,0.0,74.0,1.43
dataset\sunny\Vinh_Long_2018-08-31.jpg,sunny,2018-08-31,10:00,Vinh_Long,0.0,20.0,2.69
dataset\sunny\Vinh_Long_2018-09-05.jpg,sunny,2018-09-05,10:00,Vinh_Long,0.0,50.0,5.05
dataset\cloudy\Quang_Ngai_2015-06-01.jpg,cloudy,2015-06-01,10:00,Quang_Ngai,0.0,96.0,0.41
dataset\sunny\Vinh_Long_2018-09-09.jpg,sunny,2018-09-09,10:00,Vinh_Long,0.2,59.0,1.57
dataset\cloudy\Quang_Ngai_2015-06-05.jpg,cloudy,2015-06-05,10:00,Quang_Ngai,0.0,91.0,1.34
dataset\sunny\Vinh_Long_2018-09-19.jpg,sunny,2018-09-19,10:00,Vinh_Long,0.1,30.0,3.16
dataset\cloudy\Quang_Ngai_2015-06-06.jpg,cloudy,2015-06-06,10:00,Quang_Ngai,0.0,99.0,1.28
dataset\cloudy\Quang_Ngai_2015-06-02.jpg,cloudy,2015-06-02,10:00,Quang_Ngai,0.0,79.0,1.4
dataset\sunny\Vinh_Long_2018-09-23.jpg,sunny,2018-09-23,10:00,Vinh_Long,0.2,38.0,2.12
dataset\cloudy\Quang_Ngai_2015-06-13.jpg,cloudy,2015-06-13,10:00,Quang_Ngai,0.0,84.0,0.86
dataset\cloudy\Quang_Ngai_2015-06-14.jpg,cloudy,2015-06-14,10:00,Quang_Ngai,0.0,81.0,2.13
dataset\sunny\Vinh_Long_2018-09-24.jpg,sunny,2018-09-24,10:00,Vinh_Long,0.0,25.0,0.58
dataset\sunny\Vinh_Long_2018-09-25.jpg,sunny,2018-09-25,10:00,Vinh_Long,0.1,37.0,1.2
dataset\cloudy\Quang_Ngai_2015-06-16.jpg,cloudy,2015-06-16,10:00,Quang_Ngai,0.0,96.0,2.36
dataset\cloudy\Quang_Ngai_2015-06-17.jpg,cloudy,2015-06-17,10:00,Quang_Ngai,0.0,80.0,0.95
dataset\sunny\Vinh_Long_2018-09-26.jpg,sunny,2018-09-26,10:00,Vinh_Long,0.0,23.0,2.31
dataset\sunny\Vinh_Long_2018-09-28.jpg,sunny,2018-09-28,10:00,Vinh_Long,0.1,51.0,1.91
dataset\cloudy\Quang_Ngai_2015-06-19.jpg,cloudy,2015-06-19,10:00,Quang_Ngai,0.0,100.0,0.45
dataset\cloudy\Quang_Ngai_2015-06-18.jpg,cloudy,2015-06-18,10:00,Quang_Ngai,0.0,81.0,1.08
dataset\sunny\Vinh_Long_2018-10-08.jpg,sunny,2018-10-08,10:00,Vinh_Long,0.2,19.0,3.2
dataset\sunny\Vinh_Long_2018-10-09.jpg,sunny,2018-10-09,10:00,Vinh_Long,0.0,6.0,1.9
dataset\sunny\Vinh_Long_2018-10-12.jpg,sunny,2018-10-12,10:00,Vinh_Long,0.0,42.0,1.66
dataset\cloudy\Quang_Ngai_2015-06-23.jpg,cloudy,2015-06-23,10:00,Quang_Ngai,0.0,100.0,1.72
dataset\sunny\Vinh_Long_2018-10-16.jpg,sunny,2018-10-16,10:00,Vinh_Long,0.1,48.0,2.15
dataset\cloudy\Quang_Ngai_2015-06-24.jpg,cloudy,2015-06-24,10:00,Quang_Ngai,0.0,100.0,1.56
dataset\sunny\Vinh_Long_2018-10-17.jpg,sunny,2018-10-17,10:00,Vinh_Long,0.1,34.0,0.51
dataset\cloudy\Quang_Ngai_2015-06-25.jpg,cloudy,2015-06-25,10:00,Quang_Ngai,0.0,96.0,1.2
dataset\sunny\Vinh_Long_2018-10-26.jpg,sunny,2018-10-26,10:00,Vinh_Long,0.0,10.0,3.32
dataset\cloudy\Quang_Ngai_2015-07-04.jpg,cloudy,2015-07-04,10:00,Quang_Ngai,0.0,65.0,1.34
dataset\cloudy\Quang_Ngai_2015-07-06.jpg,cloudy,2015-07-06,10:00,Quang_Ngai,0.0,99.0,0.82
dataset\cloudy\Quang_Ngai_2015-07-07.jpg,cloudy,2015-07-07,10:00,Quang_Ngai,0.3,98.0,0.85
dataset\cloudy\Quang_Ngai_2015-07-08.jpg,cloudy,2015-07-08,10:00,Quang_Ngai,0.1,96.0,0.63
dataset\sunny\Vinh_Long_2018-10-30.jpg,sunny,2018-10-30,10:00,Vinh_Long,0.0,54.0,1.7
dataset\sunny\Vinh_Long_2018-11-02.jpg,sunny,2018-11-02,10:00,Vinh_Long,0.2,21.0,1.3
dataset\sunny\Vinh_Long_2018-10-25.jpg,sunny,2018-10-25,10:00,Vinh_Long,0.2,44.0,4.32
dataset\cloudy\Quang_Ngai_2015-07-09.jpg,cloudy,2015-07-09,10:00,Quang_Ngai,0.4,100.0,1.0
dataset\sunny\Vinh_Long_2018-11-11.jpg,sunny,2018-11-11,10:00,Vinh_Long,0.0,54.0,3.93
dataset\cloudy\Quang_Ngai_2015-07-10.jpg,cloudy,2015-07-10,10:00,Quang_Ngai,0.0,76.0,2.06
dataset\sunny\Vinh_Long_2018-11-12.jpg,sunny,2018-11-12,10:00,Vinh_Long,0.0,20.0,2.06
dataset\sunny\Vinh_Long_2018-11-28.jpg,sunny,2018-11-28,10:00,Vinh_Long,0.1,31.0,3.42
dataset\cloudy\Quang_Ngai_2015-07-14.jpg,cloudy,2015-07-14,10:00,Quang_Ngai,0.6,99.0,1.04
dataset\sunny\Vinh_Long_2018-11-21.jpg,sunny,2018-11-21,10:00,Vinh_Long,0.1,40.0,3.6
dataset\cloudy\Quang_Ngai_2015-07-15.jpg,cloudy,2015-07-15,10:00,Quang_Ngai,0.0,100.0,2.2
dataset\sunny\Vinh_Long_2018-11-29.jpg,sunny,2018-11-29,10:00,Vinh_Long,0.0,8.0,4.0
dataset\cloudy\Quang_Ngai_2015-07-16.jpg,cloudy,2015-07-16,10:00,Quang_Ngai,0.2,100.0,1.49
dataset\sunny\Vinh_Long_2018-12-09.jpg,sunny,2018-12-09,10:00,Vinh_Long,0.0,58.0,2.08
dataset\cloudy\Quang_Ngai_2015-07-17.jpg,cloudy,2015-07-17,10:00,Quang_Ngai,0.0,100.0,1.08
dataset\cloudy\Quang_Ngai_2015-07-18.jpg,cloudy,2015-07-18,10:00,Quang_Ngai,0.0,100.0,1.64
dataset\sunny\Vinh_Long_2018-12-17.jpg,sunny,2018-12-17,10:00,Vinh_Long,0.0,7.0,1.44
dataset\cloudy\Quang_Ngai_2015-07-20.jpg,cloudy,2015-07-20,10:00,Quang_Ngai,0.0,100.0,0.85
dataset\sunny\Vinh_Long_2018-12-19.jpg,sunny,2018-12-19,10:00,Vinh_Long,0.1,43.0,0.95
dataset\cloudy\Quang_Ngai_2015-07-21.jpg,cloudy,2015-07-21,10:00,Quang_Ngai,0.0,100.0,2.77
dataset\sunny\Vinh_Long_2018-12-20.jpg,sunny,2018-12-20,10:00,Vinh_Long,0.0,11.0,2.5
dataset\sunny\Vinh_Long_2018-12-22.jpg,sunny,2018-12-22,10:00,Vinh_Long,0.0,20.0,2.42
dataset\cloudy\Quang_Ngai_2015-07-19.jpg,cloudy,2015-07-19,10:00,Quang_Ngai,0.0,100.0,1.32
dataset\sunny\Ben_Tre_2016-01-01.jpg,sunny,2016-01-01,10:00,Ben_Tre,0.0,1.0,1.28
dataset\cloudy\Quang_Ngai_2015-07-22.jpg,cloudy,2015-07-22,10:00,Quang_Ngai,0.0,97.0,1.12
dataset\cloudy\Quang_Ngai_2015-07-23.jpg,cloudy,2015-07-23,10:00,Quang_Ngai,0.0,88.0,0.54
dataset\sunny\Ben_Tre_2016-01-02.jpg,sunny,2016-01-02,10:00,Ben_Tre,0.0,8.0,1.12
dataset\cloudy\Quang_Ngai_2015-07-25.jpg,cloudy,2015-07-25,10:00,Quang_Ngai,0.0,99.0,1.08
dataset\sunny\Ben_Tre_2016-01-03.jpg,sunny,2016-01-03,10:00,Ben_Tre,0.0,48.0,1.58
dataset\cloudy\Quang_Ngai_2015-07-24.jpg,cloudy,2015-07-24,10:00,Quang_Ngai,0.0,97.0,0.57
dataset\sunny\Ben_Tre_2016-01-05.jpg,sunny,2016-01-05,10:00,Ben_Tre,0.0,20.0,3.52
dataset\cloudy\Quang_Ngai_2015-07-27.jpg,cloudy,2015-07-27,10:00,Quang_Ngai,0.0,100.0,1.34
dataset\sunny\Ben_Tre_2016-01-06.jpg,sunny,2016-01-06,10:00,Ben_Tre,0.0,23.0,3.92
dataset\sunny\Ben_Tre_2016-01-07.jpg,sunny,2016-01-07,10:00,Ben_Tre,0.0,8.0,4.12
dataset\sunny\Ben_Tre_2016-01-09.jpg,sunny,2016-01-09,10:00,Ben_Tre,0.0,20.0,4.3
dataset\cloudy\Quang_Ngai_2015-07-26.jpg,cloudy,2015-07-26,10:00,Quang_Ngai,0.0,100.0,2.19
dataset\cloudy\Quang_Ngai_2015-07-29.jpg,cloudy,2015-07-29,10:00,Quang_Ngai,0.0,100.0,1.4
dataset\sunny\Ben_Tre_2016-01-10.jpg,sunny,2016-01-10,10:00,Ben_Tre,0.0,24.0,4.9
dataset\cloudy\Quang_Ngai_2015-07-31.jpg,cloudy,2015-07-31,10:00,Quang_Ngai,0.0,98.0,0.14
dataset\cloudy\Quang_Ngai_2015-08-01.jpg,cloudy,2015-08-01,10:00,Quang_Ngai,0.0,97.0,1.77
dataset\cloudy\Quang_Ngai_2015-08-02.jpg,cloudy,2015-08-02,10:00,Quang_Ngai,0.0,100.0,1.14
dataset\sunny\Ben_Tre_2016-01-13.jpg,sunny,2016-01-13,10:00,Ben_Tre,0.0,2.0,4.1
dataset\sunny\Ben_Tre_2016-01-12.jpg,sunny,2016-01-12,10:00,Ben_Tre,0.0,31.0,3.21
dataset\sunny\Ben_Tre_2016-01-14.jpg,sunny,2016-01-14,10:00,Ben_Tre,0.0,23.0,4.9
dataset\cloudy\Quang_Ngai_2015-08-04.jpg,cloudy,2015-08-04,10:00,Quang_Ngai,0.0,63.0,0.51
dataset\cloudy\Quang_Ngai_2015-08-09.jpg,cloudy,2015-08-09,10:00,Quang_Ngai,0.0,97.0,0.45
dataset\cloudy\Quang_Ngai_2015-08-10.jpg,cloudy,2015-08-10,10:00,Quang_Ngai,0.0,96.0,0.54
dataset\cloudy\Quang_Ngai_2015-08-08.jpg,cloudy,2015-08-08,10:00,Quang_Ngai,0.0,73.0,0.1
dataset\sunny\Ben_Tre_2016-01-17.jpg,sunny,2016-01-17,10:00,Ben_Tre,0.0,47.0,2.64
dataset\sunny\Ben_Tre_2016-01-19.jpg,sunny,2016-01-19,10:00,Ben_Tre,0.0,20.0,5.12
dataset\sunny\Ben_Tre_2016-01-20.jpg,sunny,2016-01-20,10:00,Ben_Tre,0.0,8.0,4.7
dataset\cloudy\Quang_Ngai_2015-08-11.jpg,cloudy,2015-08-11,10:00,Quang_Ngai,0.0,97.0,0.51
dataset\sunny\Ben_Tre_2016-01-15.jpg,sunny,2016-01-15,10:00,Ben_Tre,0.0,28.0,4.88
dataset\cloudy\Quang_Ngai_2015-08-12.jpg,cloudy,2015-08-12,10:00,Quang_Ngai,0.0,100.0,0.63
dataset\sunny\Ben_Tre_2016-01-22.jpg,sunny,2016-01-22,10:00,Ben_Tre,0.0,0.0,4.1
dataset\sunny\Ben_Tre_2016-01-21.jpg,sunny,2016-01-21,10:00,Ben_Tre,0.0,5.0,4.81
dataset\cloudy\Quang_Ngai_2015-08-14.jpg,cloudy,2015-08-14,10:00,Quang_Ngai,0.0,89.0,0.8
dataset\sunny\Ben_Tre_2016-01-23.jpg,sunny,2016-01-23,10:00,Ben_Tre,0.0,2.0,4.61
dataset\sunny\Ben_Tre_2016-01-24.jpg,sunny,2016-01-24,10:00,Ben_Tre,0.0,43.0,2.38
dataset\cloudy\Quang_Ngai_2015-08-20.jpg,cloudy,2015-08-20,10:00,Quang_Ngai,0.0,82.0,0.22
dataset\cloudy\Quang_Ngai_2015-08-17.jpg,cloudy,2015-08-17,10:00,Quang_Ngai,0.0,83.0,0.22
dataset\cloudy\Quang_Ngai_2015-08-21.jpg,cloudy,2015-08-21,10:00,Quang_Ngai,0.0,92.0,0.4
dataset\cloudy\Quang_Ngai_2015-08-22.jpg,cloudy,2015-08-22,10:00,Quang_Ngai,0.0,93.0,0.7
dataset\cloudy\Quang_Ngai_2015-08-16.jpg,cloudy,2015-08-16,10:00,Quang_Ngai,0.0,81.0,0.41
dataset\sunny\Ben_Tre_2016-01-28.jpg,sunny,2016-01-28,10:00,Ben_Tre,0.0,53.0,5.51
dataset\sunny\Ben_Tre_2016-01-31.jpg,sunny,2016-01-31,10:00,Ben_Tre,0.0,15.0,4.51
dataset\cloudy\Quang_Ngai_2015-08-23.jpg,cloudy,2015-08-23,10:00,Quang_Ngai,0.0,84.0,1.41
dataset\sunny\Ben_Tre_2016-02-04.jpg,sunny,2016-02-04,10:00,Ben_Tre,0.0,28.0,1.52
dataset\sunny\Ben_Tre_2016-02-08.jpg,sunny,2016-02-08,10:00,Ben_Tre,0.0,0.0,1.3
dataset\sunny\Ben_Tre_2016-01-29.jpg,sunny,2016-01-29,10:00,Ben_Tre,0.0,9.0,3.81
dataset\cloudy\Quang_Ngai_2015-08-26.jpg,cloudy,2015-08-26,10:00,Quang_Ngai,0.0,100.0,1.02
dataset\cloudy\Quang_Ngai_2015-08-25.jpg,cloudy,2015-08-25,10:00,Quang_Ngai,0.0,66.0,0.73
dataset\sunny\Ben_Tre_2016-02-10.jpg,sunny,2016-02-10,10:00,Ben_Tre,0.0,55.0,2.75
dataset\sunny\Ben_Tre_2016-02-14.jpg,sunny,2016-02-14,10:00,Ben_Tre,0.0,19.0,3.57
dataset\cloudy\Quang_Ngai_2015-08-28.jpg,cloudy,2015-08-28,10:00,Quang_Ngai,0.0,84.0,1.39
dataset\sunny\Ben_Tre_2016-02-18.jpg,sunny,2016-02-18,10:00,Ben_Tre,0.0,0.0,5.02
dataset\cloudy\Quang_Ngai_2015-08-27.jpg,cloudy,2015-08-27,10:00,Quang_Ngai,0.0,98.0,0.98
dataset\cloudy\Quang_Ngai_2015-08-30.jpg,cloudy,2015-08-30,10:00,Quang_Ngai,0.0,100.0,0.98
dataset\sunny\Ben_Tre_2016-02-17.jpg,sunny,2016-02-17,10:00,Ben_Tre,0.0,5.0,3.64
dataset\cloudy\Quang_Ngai_2015-09-02.jpg,cloudy,2015-09-02,10:00,Quang_Ngai,0.0,100.0,0.2
dataset\cloudy\Quang_Ngai_2015-09-01.jpg,cloudy,2015-09-01,10:00,Quang_Ngai,0.0,100.0,0.67
dataset\cloudy\Quang_Ngai_2015-09-03.jpg,cloudy,2015-09-03,10:00,Quang_Ngai,0.0,90.0,0.14
dataset\cloudy\Quang_Ngai_2015-08-31.jpg,cloudy,2015-08-31,10:00,Quang_Ngai,0.0,100.0,0.86
dataset\sunny\Ben_Tre_2016-03-01.jpg,sunny,2016-03-01,10:00,Ben_Tre,0.0,1.0,2.38
dataset\cloudy\Quang_Ngai_2015-09-08.jpg,cloudy,2015-09-08,10:00,Quang_Ngai,0.0,90.0,0.78
dataset\sunny\Ben_Tre_2016-03-02.jpg,sunny,2016-03-02,10:00,Ben_Tre,0.0,39.0,2.27
dataset\cloudy\Quang_Ngai_2015-09-04.jpg,cloudy,2015-09-04,10:00,Quang_Ngai,0.0,99.0,0.86
dataset\sunny\Ben_Tre_2016-03-03.jpg,sunny,2016-03-03,10:00,Ben_Tre,0.0,22.0,3.48
dataset\sunny\Ben_Tre_2016-03-04.jpg,sunny,2016-03-04,10:00,Ben_Tre,0.0,0.0,4.53
dataset\sunny\Ben_Tre_2016-03-05.jpg,sunny,2016-03-05,10:00,Ben_Tre,0.0,34.0,4.36
dataset\sunny\Ben_Tre_2016-03-06.jpg,sunny,2016-03-06,10:00,Ben_Tre,0.0,33.0,5.12
dataset\cloudy\Quang_Ngai_2015-09-09.jpg,cloudy,2015-09-09,10:00,Quang_Ngai,0.0,61.0,1.04
dataset\sunny\Ben_Tre_2016-03-07.jpg,sunny,2016-03-07,10:00,Ben_Tre,0.0,44.0,4.56
dataset\sunny\Ben_Tre_2016-03-08.jpg,sunny,2016-03-08,10:00,Ben_Tre,0.0,37.0,2.75
dataset\cloudy\Quang_Ngai_2015-09-10.jpg,cloudy,2015-09-10,10:00,Quang_Ngai,0.3,99.0,0.57
dataset\cloudy\Quang_Ngai_2015-09-11.jpg,cloudy,2015-09-11,10:00,Quang_Ngai,0.1,90.0,1.71
dataset\sunny\Ben_Tre_2016-03-12.jpg,sunny,2016-03-12,10:00,Ben_Tre,0.0,3.0,5.02
dataset\cloudy\Quang_Ngai_2015-09-13.jpg,cloudy,2015-09-13,10:00,Quang_Ngai,0.1,70.0,3.89
dataset\sunny\Ben_Tre_2016-03-13.jpg,sunny,2016-03-13,10:00,Ben_Tre,0.0,56.0,3.31
dataset\cloudy\Quang_Ngai_2015-09-16.jpg,cloudy,2015-09-16,10:00,Quang_Ngai,0.0,100.0,1.78
dataset\cloudy\Quang_Ngai_2015-09-15.jpg,cloudy,2015-09-15,10:00,Quang_Ngai,0.0,66.0,1.84
dataset\sunny\Ben_Tre_2016-03-19.jpg,sunny,2016-03-19,10:00,Ben_Tre,0.0,44.0,2.52
dataset\cloudy\Quang_Ngai_2015-09-17.jpg,cloudy,2015-09-17,10:00,Quang_Ngai,0.4,100.0,2.68
dataset\cloudy\Quang_Ngai_2015-09-18.jpg,cloudy,2015-09-18,10:00,Quang_Ngai,0.0,81.0,0.71
dataset\sunny\Ben_Tre_2016-03-22.jpg,sunny,2016-03-22,10:00,Ben_Tre,0.0,45.0,3.02
dataset\sunny\Ben_Tre_2016-03-20.jpg,sunny,2016-03-20,10:00,Ben_Tre,0.0,50.0,4.0
dataset\cloudy\Quang_Ngai_2015-09-29.jpg,cloudy,2015-09-29,10:00,Quang_Ngai,0.0,99.0,1.8
dataset\sunny\Ben_Tre_2016-03-25.jpg,sunny,2016-03-25,10:00,Ben_Tre,0.0,38.0,5.54
dataset\sunny\Ben_Tre_2016-03-28.jpg,sunny,2016-03-28,10:00,Ben_Tre,0.0,0.0,5.12
dataset\sunny\Ben_Tre_2016-03-26.jpg,sunny,2016-03-26,10:00,Ben_Tre,0.0,15.0,3.24
dataset\cloudy\Quang_Ngai_2015-10-02.jpg,cloudy,2015-10-02,10:00,Quang_Ngai,0.1,98.0,0.91
dataset\cloudy\Quang_Ngai_2015-10-03.jpg,cloudy,2015-10-03,10:00,Quang_Ngai,0.1,100.0,0.94
dataset\cloudy\Quang_Ngai_2015-10-05.jpg,cloudy,2015-10-05,10:00,Quang_Ngai,0.3,100.0,0.6
dataset\cloudy\Quang_Ngai_2015-10-06.jpg,cloudy,2015-10-06,10:00,Quang_Ngai,0.1,99.0,0.58
dataset\sunny\Ben_Tre_2016-03-30.jpg,sunny,2016-03-30,10:00,Ben_Tre,0.0,2.0,4.81
dataset\sunny\Ben_Tre_2016-04-01.jpg,sunny,2016-04-01,10:00,Ben_Tre,0.0,11.0,4.3
